order_item_id,order_id,product_id,quantity,unit_price,total_price,customer_id,order_date,payment_method,product_name,category,price,customer_name,city,gender,age
ITEM100089,ORD22773,PROD1171,6,4799.24,28795.44,CUST1462,2023-11-27,COD,Suscipit,Electronics,4799.24,Harinakshi Desai,Chennai,Male,40
ITEM100090,ORD11813,PROD1137,8,1346.58,10772.64,CUST4515,2023-02-19,NetBanking,Ipsam,Fashion,1346.58,Zinal Mann,Hyderabad,Female,40
ITEM100091,ORD11998,PROD1277,7,4533.34,31733.38,CUST2377,2023-08-30,Card,Vitae,Fashion,4533.34,Yatin Dayal,Hyderabad,Male,26
ITEM100092,ORD22673,PROD1005,5,3427.98,17139.9,CUST1912,2024-02-26,Card,Magni,Fashion,3427.98,Ronith Jani,Mumbai,Other,36
ITEM100093,ORD23904,PROD1113,2,3940.66,7881.32,CUST1201,2023-09-02,NetBanking,Hic,Home,3940.66,Quincy Lall,Chennai,Other,29
ITEM100094,ORD12941,PROD1103,1,3335.25,3335.25,CUST3509,2024-09-14,COD,Blanditiis,Home,3335.25,Hardik Chopra,Chennai,Female,46
ITEM100095,ORD17327,PROD1014,1,3708.82,3708.82,CUST3038,2024-12-18,NetBanking,Magni,Home,3708.82,Krish Bobal,Hyderabad,Other,43
ITEM100096,ORD19610,PROD1121,9,3347.35,30126.15,CUST5331,2025-06-26,NetBanking,Id,Home,3347.35,Jeremiah Sankaran,Hyderabad,Male,22
ITEM100097,ORD12421,PROD1074,3,4842.78,14528.34,CUST5610,2024-10-05,COD,Qui,Electronics,4842.78,Amol Dube,Bengaluru,Other,22
ITEM100098,ORD16920,PROD1201,3,1725.94,5177.82,CUST4209,2025-03-31,Card,Libero,Home,1725.94,Krish Panchal,Pune,Male,57
ITEM100099,ORD16066,PROD1026,10,3252.12,32521.2,CUST5406,2025-11-16,COD,Quos,Fashion,3252.12,Ridhi Nanda,Bengaluru,Female,37
ITEM100100,ORD11713,PROD1069,2,1643.69,3287.38,CUST3892,2025-03-06,Card,Similique,Home,1643.69,Ranbir Edwin,Hyderabad,Female,48
ITEM100101,ORD15349,PROD1287,8,4207.0,33656.0,CUST3068,2025-06-24,NetBanking,Maiores,Electronics,4207.0,Osha Prashad,Pune,Female,27
ITEM100102,ORD13403,PROD1086,1,1500.17,1500.17,CUST5170,2023-11-13,COD,Illo,Fashion,1500.17,Yadavi Verma,Bengaluru,Male,38
ITEM100103,ORD14166,PROD1091,3,2645.13,7935.39,CUST4673,2025-01-06,NetBanking,Accusamus,Electronics,2645.13,Zayyan Pandit,Chennai,Male,41
ITEM100104,ORD11132,PROD1084,3,3372.26,10116.78,CUST2299,2025-06-12,COD,Porro,Fashion,3372.26,Urvi Dhar,Hyderabad,Female,54
ITEM100105,ORD10251,PROD1049,8,4206.01,33648.08,CUST3791,2025-04-12,COD,Veniam,Fashion,4206.01,Anay Mannan,Mumbai,Male,55
ITEM100106,ORD15914,PROD1162,3,2276.21,6828.63,CUST5297,2023-06-17,COD,Adipisci,Groceries,2276.21,Gavin Vasa,Bengaluru,Other,31
ITEM100107,ORD20019,PROD1136,9,2226.64,20039.76,CUST3059,2024-06-17,UPI,Eaque,Home,2226.64,Gaurang Mangal,Pune,Other,38
ITEM100108,ORD18783,PROD1146,6,2519.34,15116.04,CUST4263,2024-09-02,COD,Voluptatibus,Electronics,2519.34,Jason Kulkarni,Mumbai,Female,54
ITEM100109,ORD18176,PROD1173,1,3699.86,3699.86,CUST4876,2025-11-22,COD,Reprehenderit,Groceries,3699.86,Nathan Wadhwa,Pune,Other,38
ITEM100110,ORD23977,PROD1157,1,1721.69,1721.69,CUST1887,2023-03-19,UPI,Temporibus,Home,1721.69,Amruta Batta,Pune,Other,47
ITEM100111,ORD16612,PROD1052,6,1090.42,6542.52,CUST3926,2025-10-30,COD,Aliquid,Home,1090.42,Diya Kuruvilla,Hyderabad,Female,28
ITEM100112,ORD21265,PROD1141,1,439.38,439.38,CUST3192,2022-12-25,Card,Officia,Fashion,439.38,Eshana Nadig,Bengaluru,Other,30
ITEM100113,ORD19545,PROD1091,9,2645.13,23806.17,CUST4310,2025-04-29,COD,Accusamus,Electronics,2645.13,Arya Sarin,Mumbai,Other,52
ITEM100114,ORD18185,PROD1153,9,1694.42,15249.78,CUST3156,2023-11-05,NetBanking,Error,Home,1694.42,Kalpit Patla,Bengaluru,Male,49
ITEM100115,ORD19476,PROD1224,1,2155.03,2155.03,CUST3123,2025-10-09,UPI,Neque,Home,2155.03,Kai Gole,Bengaluru,Female,54
ITEM100116,ORD13964,PROD1250,10,3133.08,31330.8,CUST5429,2023-02-02,COD,Maxime,Electronics,3133.08,Urvi Varkey,Chennai,Female,41
ITEM100117,ORD23023,PROD1244,4,1210.8,4843.2,CUST3965,2023-03-16,NetBanking,Nisi,Home,1210.8,Lajita Pal,Mumbai,Male,52
ITEM100118,ORD13363,PROD1014,4,3708.82,14835.28,CUST4335,2024-03-08,Card,Magni,Home,3708.82,Banjeet Bose,Hyderabad,Female,32
ITEM100119,ORD21091,PROD1073,5,3636.83,18184.15,CUST1958,2025-08-18,COD,Vitae,Electronics,3636.83,Harrison Karnik,Bengaluru,Other,22
ITEM100120,ORD12061,PROD1156,9,1519.27,13673.43,CUST3725,2025-07-30,UPI,Impedit,Groceries,1519.27,Samaksh Narayanan,Hyderabad,Female,55
ITEM100121,ORD11471,PROD1026,10,3252.12,32521.2,CUST5625,2022-12-06,NetBanking,Quos,Fashion,3252.12,Vedant Agarwal,Mumbai,Other,60
ITEM100122,ORD21225,PROD1158,4,4347.46,17389.84,CUST5989,2023-07-27,UPI,Assumenda,Home,4347.46,Faqid Iyer,Bengaluru,Other,37
ITEM100123,ORD22536,PROD1047,3,2285.28,6855.84,CUST5224,2025-11-13,Card,Placeat,Home,2285.28,Keya Grover,Bengaluru,Female,40
ITEM100124,ORD20227,PROD1063,4,4507.89,18031.56,CUST5258,2025-07-23,NetBanking,Voluptate,Fashion,4507.89,Leela Sarna,Mumbai,Female,27
ITEM100125,ORD13993,PROD1182,3,2159.95,6479.85,CUST1789,2023-07-06,Card,Sit,Electronics,2159.95,Gaurika Hora,Mumbai,Other,53
ITEM100126,ORD17057,PROD1202,3,1253.59,3760.77,CUST3570,2025-04-10,UPI,Velit,Fashion,1253.59,Deepa Mohan,Chennai,Male,25
ITEM100127,ORD13114,PROD1288,1,3376.8,3376.8,CUST5578,2023-07-31,UPI,Soluta,Home,3376.8,Yachana Tella,Chennai,Male,32
ITEM100128,ORD21394,PROD1264,9,608.23,5474.07,CUST1291,2025-09-10,COD,Repudiandae,Groceries,608.23,William Date,Pune,Other,36
ITEM100129,ORD17362,PROD1283,5,2364.48,11822.4,CUST5244,2024-01-26,NetBanking,Maxime,Groceries,2364.48,Jasmit Prabhu,Bengaluru,Male,52
ITEM100130,ORD18301,PROD1141,5,439.38,2196.9,CUST5200,2025-11-19,NetBanking,Officia,Fashion,439.38,Osha Nair,Chennai,Female,18
ITEM100131,ORD22260,PROD1155,7,2189.7,15327.9,CUST4680,2024-12-18,Card,Mollitia,Home,2189.7,Azad Subramanian,Mumbai,Other,59
ITEM100132,ORD10183,PROD1240,6,4778.79,28672.74,CUST4423,2024-12-21,Card,Nam,Groceries,4778.79,Siddharth Rajan,Mumbai,Other,48
ITEM100133,ORD17414,PROD1200,7,3087.05,21609.35,CUST1076,2023-05-10,UPI,Voluptatem,Fashion,3087.05,Rachit Bala,Bengaluru,Other,65
ITEM100134,ORD10078,PROD1187,5,1486.93,7434.65,CUST4018,2025-08-02,Card,Expedita,Electronics,1486.93,Advika Sem,Mumbai,Male,25
ITEM100135,ORD24913,PROD1227,10,4826.71,48267.1,CUST4335,2024-08-21,Card,Quam,Electronics,4826.71,Banjeet Bose,Hyderabad,Female,32
ITEM100136,ORD22498,PROD1254,4,1650.17,6600.68,CUST2941,2023-02-02,COD,Laudantium,Home,1650.17,Shivansh Bora,Bengaluru,Other,49
ITEM100137,ORD10236,PROD1218,5,4863.62,24318.1,CUST5463,2024-01-31,NetBanking,Debitis,Home,4863.62,Bachittar Sahni,Pune,Male,21
ITEM100138,ORD14890,PROD1055,8,3039.56,24316.48,CUST4966,2025-02-14,UPI,Distinctio,Fashion,3039.56,Gunbir Sethi,Bengaluru,Male,39
ITEM100139,ORD12934,PROD1179,2,4238.13,8476.26,CUST1385,2024-11-21,NetBanking,Vel,Groceries,4238.13,Panini Yadav,Bengaluru,Male,26
ITEM100140,ORD20777,PROD1095,1,795.75,795.75,CUST2083,2025-11-13,UPI,Quod,Groceries,795.75,Nakul Edwin,Bengaluru,Other,59
ITEM100141,ORD14818,PROD1152,7,4899.54,34296.78,CUST1307,2025-02-01,NetBanking,Ex,Groceries,4899.54,Manbir Rege,Chennai,Male,62
ITEM100142,ORD12490,PROD1103,9,3335.25,30017.25,CUST2403,2025-01-19,UPI,Blanditiis,Home,3335.25,Zayyan Salvi,Bengaluru,Female,61
ITEM100143,ORD24969,PROD1010,6,3169.27,19015.62,CUST2305,2023-08-08,UPI,Accusantium,Electronics,3169.27,Balhaar Tella,Hyderabad,Female,49
ITEM100144,ORD19769,PROD1138,1,4627.04,4627.04,CUST3214,2023-10-06,COD,Occaecati,Fashion,4627.04,Amol Parekh,Bengaluru,Female,44
ITEM100145,ORD20224,PROD1217,10,2243.12,22431.2,CUST1814,2023-02-04,UPI,Ratione,Home,2243.12,Aarush Naidu,Chennai,Male,36
ITEM100146,ORD23962,PROD1180,8,282.77,2262.16,CUST1687,2025-04-09,COD,Dignissimos,Home,282.77,Brijesh Sandhu,Bengaluru,Male,47
ITEM100147,ORD13318,PROD1076,2,3761.52,7523.04,CUST1983,2023-11-21,Card,Voluptatum,Fashion,3761.52,Libni Verma,Mumbai,Other,19
ITEM100148,ORD15261,PROD1118,8,3123.46,24987.68,CUST5365,2025-08-17,COD,Non,Groceries,3123.46,Michael Iyengar,Bengaluru,Female,20
ITEM100149,ORD18376,PROD1192,6,3111.02,18666.12,CUST5201,2023-07-14,COD,Eveniet,Home,3111.02,Ekbal Tara,Mumbai,Male,41
ITEM100150,ORD16907,PROD1211,3,4093.38,12280.14,CUST5729,2025-11-23,UPI,Aspernatur,Groceries,4093.38,Aarna Bedi,Chennai,Male,24
ITEM100151,ORD23341,PROD1271,7,3320.4,23242.8,CUST1772,2025-01-13,Card,Expedita,Electronics,3320.4,Ryan Taneja,Bengaluru,Male,29
ITEM100152,ORD20847,PROD1227,2,4826.71,9653.42,CUST5912,2023-11-07,Card,Quam,Electronics,4826.71,Vedhika Handa,Bengaluru,Other,63
ITEM100153,ORD23824,PROD1268,6,4633.46,27800.76,CUST4167,2024-05-24,Card,Magni,Home,4633.46,Ria Seshadri,Pune,Female,44
ITEM100154,ORD24468,PROD1262,4,2076.04,8304.16,CUST2441,2024-01-04,UPI,Facilis,Home,2076.04,Avni Boase,Mumbai,Other,35
ITEM100155,ORD12561,PROD1117,5,400.72,2003.6,CUST2716,2024-03-10,COD,Sapiente,Electronics,400.72,Noah Chandra,Bengaluru,Other,46
ITEM100156,ORD18820,PROD1170,3,3691.51,11074.53,CUST2323,2024-11-09,UPI,Blanditiis,Groceries,3691.51,Tanveer Talwar,Bengaluru,Female,24
ITEM100157,ORD19852,PROD1208,1,2471.88,2471.88,CUST5213,2024-05-26,UPI,Optio,Fashion,2471.88,Aahana Dugar,Bengaluru,Male,41
ITEM100158,ORD17976,PROD1295,6,4553.94,27323.64,CUST5595,2024-05-12,COD,Minima,Fashion,4553.94,Meghana Chandran,Mumbai,Male,39
ITEM100159,ORD19289,PROD1165,5,2690.86,13454.3,CUST3505,2025-02-18,NetBanking,Itaque,Home,2690.86,Oeshi Hayre,Hyderabad,Female,64
ITEM100160,ORD21508,PROD1076,9,3761.52,33853.68,CUST1571,2024-04-30,COD,Voluptatum,Fashion,3761.52,Krishna Hora,Pune,Male,52
ITEM100161,ORD23998,PROD1010,9,3169.27,28523.43,CUST1090,2024-06-29,UPI,Accusantium,Electronics,3169.27,Zayan Iyer,Pune,Female,48
ITEM100162,ORD16264,PROD1202,10,1253.59,12535.9,CUST4646,2025-02-04,NetBanking,Velit,Fashion,1253.59,Hritik Chaudhuri,Mumbai,Female,36
ITEM100163,ORD22801,PROD1128,8,2156.52,17252.16,CUST1964,2025-07-06,Card,Ipsum,Home,2156.52,Samarth Seshadri,Mumbai,Other,61
ITEM100164,ORD11942,PROD1200,9,3087.05,27783.45,CUST2472,2023-07-16,NetBanking,Voluptatem,Fashion,3087.05,Quincy Bal,Mumbai,Female,47
ITEM100165,ORD14602,PROD1284,6,3056.86,18341.16,CUST5519,2025-10-01,COD,Commodi,Home,3056.86,Reyansh Kapadia,Bengaluru,Female,25
ITEM100166,ORD23730,PROD1143,2,2409.9,4819.8,CUST3355,2023-09-24,UPI,Aut,Fashion,2409.9,Hiral Lata,Hyderabad,Female,45
ITEM100167,ORD23774,PROD1233,2,1847.95,3695.9,CUST2051,2023-10-25,Card,Consequuntur,Electronics,1847.95,Aachal Keer,Mumbai,Female,63
ITEM100168,ORD22972,PROD1089,6,3456.71,20740.26,CUST3897,2023-03-12,NetBanking,Illum,Groceries,3456.71,Qadim Saini,Chennai,Male,46
