customer_id,customer_name,city,gender,age
CUST1145,Zilmil Rastogi,Mumbai,Male,30
CUST1146,Dalaja Parikh,Bengaluru,Female,30
CUST1147,Aarna Bansal,Bengaluru,Female,43
CUST1148,Suhani Ravel,Bengaluru,Female,39
CUST1149,Ayaan Sibal,Hyderabad,Male,64
CUST1150,Girik Barad,Pune,Other,36
CUST1151,Alexander Ganesan,Hyderabad,Other,58
CUST1152,Parth Tailor,Bengaluru,Other,38
CUST1153,Ladli Chaudry,Hyderabad,Other,64
CUST1154,Bhavya Chada,Hyderabad,Other,18
CUST1155,Anvi Bose,Chennai,Male,61
CUST1156,Karan Kant,Mumbai,Male,47
CUST1157,Bhanumati Sarma,Chennai,Male,55
CUST1158,Joshua Menon,Bengaluru,Other,38
CUST1159,Logan Bobal,Pune,Other,25
CUST1160,Yashica Desai,Pune,Female,57
CUST1161,Aradhana Cheema,Pune,Other,59
CUST1162,Vasatika Dube,Mumbai,Other,40
CUST1163,Zaid Wagle,Hyderabad,Female,48
CUST1164,Frederick Rao,Pune,Other,51
CUST1165,Gopal Koshy,Pune,Other,56
CUST1166,Jalsa Shukla,Mumbai,Male,22
CUST1167,Odika Chauhan,Chennai,Other,45
CUST1168,Indira Saran,Chennai,Male,33
CUST1169,Diya Oza,Pune,Male,64
CUST1170,Qushi Soni,Chennai,Male,30
CUST1171,Jason Sachdev,Pune,Other,41
CUST1172,Jatin Gopal,Chennai,Other,56
CUST1173,Ansh Nair,Hyderabad,Other,20
CUST1174,Imaran Dewan,Chennai,Other,39
CUST1175,Udyati Nadig,Hyderabad,Female,56
CUST1176,Janaki Ray,Mumbai,Male,53
CUST1177,Arya Rao,Bengaluru,Male,42
CUST1178,Dayamai Arora,Mumbai,Other,54
CUST1179,Baghyawati Rana,Pune,Male,19
CUST1180,Alexander Lalla,Bengaluru,Female,33
CUST1181,Pranav Nigam,Bengaluru,Female,18
CUST1182,Baljiwan Parmer,Chennai,Male,25
CUST1183,Jeet Murthy,Chennai,Male,58
CUST1184,Henry Dasgupta,Hyderabad,Female,59
CUST1185,Wazir Rout,Bengaluru,Female,54
CUST1186,Charita Sengupta,Pune,Other,62
CUST1187,Darpan Sinha,Hyderabad,Other,31
CUST1188,Warjas Bose,Mumbai,Female,60
CUST1189,Liam Rao,Chennai,Female,22
CUST1190,Logan Chaudhry,Pune,Male,59
CUST1191,Tanay Gour,Bengaluru,Male,28
CUST1192,Sarthak Rastogi,Bengaluru,Male,20
CUST1193,Upadhriti Goel,Mumbai,Other,62
CUST1194,Pranav Ratta,Hyderabad,Male,48
CUST1195,Zansi Manda,Mumbai,Male,33
CUST1196,Widisha Ghosh,Mumbai,Male,62
CUST1197,Christopher Tata,Hyderabad,Female,23
CUST1198,Nandini Bassi,Mumbai,Male,31
CUST1199,Ishani Bajaj,Hyderabad,Female,60
CUST1200,Falan Sagar,Pune,Female,59
CUST1201,Quincy Lall,Chennai,Other,29
CUST1202,Balendra Dugar,Hyderabad,Other,42
CUST1203,Chaitanya Murthy,Mumbai,Female,22
CUST1204,Warhi Kakar,Hyderabad,Male,56
CUST1205,Lipika Agate,Pune,Male,64
CUST1206,Ikshita Dass,Pune,Male,53
CUST1207,Aradhana Anne,Chennai,Other,52
CUST1208,Reyansh Sule,Mumbai,Female,65
CUST1209,Oscar Kanda,Mumbai,Female,40
CUST1210,Arin Ganesh,Mumbai,Other,20
CUST1211,Yatin Randhawa,Bengaluru,Other,61
CUST1212,Anay Suri,Chennai,Female,55
CUST1213,Girish Bumb,Pune,Other,37
CUST1214,Krishna Karnik,Pune,Other,20
CUST1215,Abhiram D’Alia,Mumbai,Male,30
CUST1216,Kabir Mittal,Pune,Male,19
CUST1217,Bhavani Dalal,Mumbai,Female,21
CUST1218,Devansh Bora,Hyderabad,Other,42
CUST1219,Damini Gill,Chennai,Other,57
CUST1220,Aarini Nanda,Chennai,Male,18
CUST1221,Upadhriti Koshy,Pune,Female,62
CUST1222,Aradhana Prakash,Chennai,Other,57
CUST1223,Yash Chatterjee,Chennai,Male,65
CUST1224,Ekavir Balay,Hyderabad,Female,46
CUST1225,Charvi Dani,Chennai,Female,39
CUST1226,Abha Garg,Mumbai,Other,23
CUST1227,Damini Datta,Chennai,Female,54
CUST1228,Daksh Arora,Chennai,Male,51
CUST1229,Ladli Mitter,Pune,Male,25
CUST1230,Chandran Hegde,Chennai,Female,43
CUST1231,Upma Muni,Chennai,Other,51
CUST1232,Banjeet Sanghvi,Mumbai,Other,59
CUST1233,Lipika Brahmbhatt,Bengaluru,Female,26
CUST1234,Zayyan Goel,Chennai,Female,49
CUST1235,Yashvi Kanda,Hyderabad,Female,59
CUST1236,Girik Sandhu,Mumbai,Other,49
CUST1237,Keya Chandra,Bengaluru,Male,57
CUST1238,Amara Shroff,Pune,Male,50
CUST1239,Upma Singhal,Hyderabad,Male,27
CUST1240,Alka Bala,Chennai,Female,23
CUST1241,Zehaan Toor,Pune,Other,33
CUST1242,Ekiya Chokshi,Pune,Other,22
CUST1243,Brijesh Thakkar,Hyderabad,Female,33
CUST1244,Vanya Kata,Pune,Male,24
CUST1245,Champak Raj,Hyderabad,Male,59
CUST1246,Nathaniel Chaudry,Pune,Female,41
CUST1247,Ranveer Sankar,Pune,Other,56
CUST1248,Chaitaly Dutta,Bengaluru,Female,38
CUST1249,Vaishnavi Kaul,Chennai,Male,57
CUST1250,Arjun Chaudry,Pune,Other,43
CUST1251,Samesh Padmanabhan,Chennai,Female,44
CUST1252,Aadhya Sood,Pune,Female,25
CUST1253,Nicholas Mukhopadhyay,Bengaluru,Female,20
CUST1254,Unnati Gour,Mumbai,Other,55
CUST1255,Yashawini Dhaliwal,Pune,Male,52
CUST1256,Hredhaan Krish,Pune,Female,62
CUST1257,Udarsh Karpe,Mumbai,Female,38
CUST1258,Aashi Chaudhary,Bengaluru,Other,64
CUST1259,Manthan Joshi,Bengaluru,Male,38
CUST1260,Simon Butala,Chennai,Male,63
CUST1261,Sudiksha Mani,Hyderabad,Male,50
CUST1262,Laksh Kapur,Bengaluru,Other,21
CUST1263,Advay Mitter,Hyderabad,Male,21
CUST1264,Nidhi Krish,Mumbai,Other,46
CUST1265,Qabil Prabhu,Mumbai,Female,21
CUST1266,Jhalak Kala,Mumbai,Male,59
CUST1267,Chatresh Mannan,Mumbai,Male,58
CUST1268,Tanish Mallick,Pune,Male,42
CUST1269,Laksh Srinivasan,Pune,Other,64
CUST1270,Nathaniel Bhakta,Hyderabad,Male,57
CUST1271,Rachit Loyal,Pune,Other,58
CUST1272,Laban Dar,Mumbai,Male,40
CUST1273,Azaan Narasimhan,Mumbai,Male,32
CUST1274,Madhavi Kaur,Mumbai,Other,50
CUST1275,Matthew Chakraborty,Mumbai,Other,32
CUST1276,Sneha Sibal,Chennai,Male,21
CUST1277,Charita Joshi,Pune,Other,24
CUST1278,Zansi Narang,Pune,Female,57
CUST1279,Vasudha Rege,Mumbai,Other,42
CUST1280,Faqid De,Mumbai,Female,62
CUST1281,Krisha Kata,Hyderabad,Female,63
CUST1282,Ekantika Gandhi,Bengaluru,Female,65
CUST1283,Saksham Mukherjee,Pune,Female,60
CUST1284,Abdul Kari,Mumbai,Male,18
CUST1285,Kalpit Sachdev,Pune,Male,32
CUST1286,Aashi Hans,Hyderabad,Female,62
CUST1287,Umang Lall,Pune,Male,34
CUST1288,George Das,Hyderabad,Other,28
CUST1289,Chandran Shere,Bengaluru,Other,41
CUST1290,Kamya Kanda,Mumbai,Male,65
CUST1291,William Date,Pune,Other,36
CUST1292,Samaksh Viswanathan,Pune,Other,32
CUST1293,Chaitanya Koshy,Bengaluru,Other,38
CUST1294,Chaitanya Prabhu,Chennai,Male,22
CUST1295,Vedhika Raval,Chennai,Other,32
CUST1296,Alexander Wadhwa,Hyderabad,Male,60
CUST1297,Parth Rattan,Pune,Female,38
CUST1298,Ekansh Purohit,Pune,Male,36
CUST1299,Dayita Sarkar,Bengaluru,Female,31
CUST1300,Zaid Kothari,Chennai,Female,46
CUST1301,Ethan Bhasin,Hyderabad,Other,31
CUST1302,Adya Gaba,Hyderabad,Male,31
CUST1303,Ladli Bahri,Hyderabad,Male,49
CUST1304,Nirja Pathak,Bengaluru,Other,28
CUST1305,Udyati Chawla,Hyderabad,Other,45
CUST1306,Avi Merchant,Pune,Female,52
CUST1307,Manbir Rege,Chennai,Male,62
CUST1308,Isha Solanki,Pune,Other,59
CUST1309,Idika Barman,Pune,Other,39
CUST1310,Ansh Khanna,Mumbai,Other,24
CUST1311,Anirudh Natt,Bengaluru,Female,63
CUST1312,Jhalak Pandya,Bengaluru,Other,42
CUST1313,Mugdha Sarkar,Mumbai,Other,48
CUST1314,Chaman Khatri,Bengaluru,Male,29
CUST1315,Balhaar Rau,Mumbai,Female,63
CUST1316,Vivaan Aurora,Pune,Other,28
CUST1317,Dev Hans,Bengaluru,Other,24
CUST1318,Naveen Gera,Hyderabad,Other,58
CUST1319,Indali Dhawan,Pune,Male,26
CUST1320,Upma Anne,Mumbai,Female,29
CUST1321,Kabir Kant,Mumbai,Other,57
CUST1322,Nihal Kade,Chennai,Male,52
CUST1323,Farhan Vyas,Pune,Other,50
CUST1324,Lakshmi Trivedi,Hyderabad,Male,64
CUST1325,Sachi Sant,Pune,Female,54
CUST1326,Amara Vaidya,Mumbai,Other,52
CUST1327,Bhavini Reddy,Bengaluru,Male,51
CUST1328,Nathaniel Aggarwal,Pune,Male,30
CUST1329,Tarak Dayal,Chennai,Female,18
CUST1330,Megha Naidu,Mumbai,Other,22
CUST1331,Manan D’Alia,Pune,Male,46
CUST1332,Chasmum Singh,Chennai,Female,60
CUST1333,Vansha Nagi,Mumbai,Male,22
CUST1334,Harrison Seshadri,Bengaluru,Other,51
CUST1335,Aahana Bali,Pune,Other,49
CUST1336,Pahal Bajwa,Pune,Other,37
CUST1337,Anvi Behl,Bengaluru,Other,62
CUST1338,Simon Palla,Chennai,Male,54
CUST1339,Riya Dutt,Mumbai,Female,31
CUST1340,Leela Cheema,Mumbai,Other,35
CUST1341,Aayush Ganesan,Pune,Male,57
CUST1342,Falguni Narasimhan,Pune,Male,46
CUST1343,Kashish Ghosh,Chennai,Other,64
CUST1344,Hemal Yogi,Mumbai,Other,22
CUST1345,Charles Saha,Mumbai,Other,55
CUST1346,Brijesh Nagar,Hyderabad,Male,58
CUST1347,Arin Kashyap,Chennai,Other,30
CUST1348,Abeer Kibe,Chennai,Other,23
CUST1349,Oni Singhal,Hyderabad,Female,55
CUST1350,Omaja Kota,Hyderabad,Other,51
CUST1351,Jalsa Bhatnagar,Bengaluru,Male,27
CUST1352,Timothy Reddy,Mumbai,Male,48
CUST1353,Harita Khurana,Bengaluru,Male,62
CUST1354,Aarini Patil,Chennai,Other,54
CUST1355,Manya Shanker,Mumbai,Other,19
CUST1356,Meghana Mane,Hyderabad,Male,21
CUST1357,Faraj Iyer,Mumbai,Female,45
CUST1358,Kamala Bhat,Mumbai,Female,28
CUST1359,Aryan Dhillon,Hyderabad,Other,50
CUST1360,Waida Jani,Pune,Other,58
CUST1361,Maanav Mitra,Mumbai,Other,37
CUST1362,Geetika Tara,Hyderabad,Male,32
CUST1363,Jyoti Raj,Bengaluru,Other,23
CUST1364,Laban Pingle,Bengaluru,Other,45
CUST1365,Inaya Gour,Hyderabad,Male,36
CUST1366,Damyanti Sarin,Hyderabad,Female,61
CUST1367,Guneet Karan,Chennai,Male,62
CUST1368,Anjali Panchal,Bengaluru,Female,58
CUST1369,Hemangini Dada,Bengaluru,Other,59
CUST1370,Chaman Hari,Chennai,Female,64
CUST1371,Jacob D’Alia,Bengaluru,Female,36
CUST1372,Farhan Kapur,Bengaluru,Other,29
CUST1373,Aashi Mammen,Chennai,Male,56
CUST1374,Jhalak Oommen,Mumbai,Female,33
CUST1375,Parth Morar,Hyderabad,Female,35
CUST1376,Omya Walia,Mumbai,Male,30
CUST1377,Bachittar Parekh,Chennai,Other,44
CUST1378,Udarsh Ghosh,Pune,Female,40
CUST1379,Gauri Lad,Bengaluru,Female,38
CUST1380,Quincy Sarma,Chennai,Female,65
CUST1381,Neel Doshi,Pune,Female,25
CUST1382,Azad Borde,Pune,Other,64
CUST1383,Rajata Kulkarni,Chennai,Female,59
CUST1384,Aadi Balay,Chennai,Other,38
CUST1385,Panini Yadav,Bengaluru,Male,26
CUST1386,Diya Parekh,Bengaluru,Female,45
CUST1387,Anya Borde,Chennai,Female,28
CUST1388,Aarna Goyal,Chennai,Female,29
CUST1389,Kritika Barman,Hyderabad,Male,64
CUST1390,Priya Zacharia,Chennai,Other,62
CUST1391,Nihal Parekh,Mumbai,Female,31
CUST1392,Veer Sabharwal,Bengaluru,Other,38
CUST1393,Bishakha Puri,Mumbai,Male,60
CUST1394,Balendra Bahri,Pune,Male,40
CUST1395,Tripti Krishna,Mumbai,Other,48
CUST1396,Tristan Kala,Hyderabad,Other,32
CUST1397,Sai Ganesh,Bengaluru,Other,19
CUST1398,Amrita Kalita,Mumbai,Other,53
CUST1399,Jalsa Ganesan,Bengaluru,Female,40
CUST1400,Yagnesh Dutta,Hyderabad,Male,20
CUST1401,Hiral Johal,Bengaluru,Male,28
CUST1402,Garima Brar,Mumbai,Other,28
CUST1403,Faris Barman,Pune,Other,27
CUST1404,Ishaan Kalita,Pune,Female,45
CUST1405,Gopal Karan,Bengaluru,Other,35
CUST1406,Yauvani Rajagopalan,Pune,Other,64
CUST1407,Brijesh Kumer,Chennai,Male,46
CUST1408,Gaurangi Chhabra,Pune,Other,20
CUST1409,Faras Rajan,Hyderabad,Female,48
CUST1410,Aditya Bhalla,Mumbai,Male,58
CUST1411,Yatan Mohanty,Mumbai,Female,36
CUST1412,Gauri Rau,Bengaluru,Other,65
CUST1413,Krisha Khanna,Pune,Other,53
CUST1414,Ayush Nanda,Bengaluru,Female,47
CUST1415,Chakradev Dube,Bengaluru,Female,30
CUST1416,Aarnav Saran,Chennai,Other,20
CUST1417,Zarna Thakur,Chennai,Other,32
CUST1418,Zaitra Shroff,Hyderabad,Female,46
CUST1419,Oscar Narayanan,Mumbai,Other,34
CUST1420,Laban Jaggi,Mumbai,Male,65
CUST1421,Tanveer Patil,Pune,Female,42
CUST1422,Janaki Chahal,Pune,Male,39
CUST1423,Alka Chaudhary,Pune,Female,19
CUST1424,Meghana Sarkar,Bengaluru,Other,61
CUST1425,Saumya Andra,Mumbai,Female,18
CUST1426,Manbir Ghose,Chennai,Female,25
CUST1427,Fiyaz Yogi,Mumbai,Female,52
CUST1428,Zayan Koshy,Pune,Male,30
CUST1429,Chaman Ranganathan,Chennai,Female,32
CUST1430,Theodore Brahmbhatt,Chennai,Female,51
CUST1431,Advaith Grover,Pune,Other,21
CUST1432,Falak Cherian,Pune,Male,53
CUST1433,Vasatika Butala,Chennai,Female,56
CUST1434,Simon Malhotra,Chennai,Female,29
CUST1435,Radha Malhotra,Bengaluru,Male,36
CUST1436,Riya Hari,Mumbai,Other,30
CUST1437,Bahadurjit Tank,Hyderabad,Other,39
CUST1438,Veer Borah,Bengaluru,Male,22
CUST1439,Qarin Pillay,Chennai,Other,31
CUST1440,Ubika Dutt,Chennai,Other,22
CUST1441,Neel Sahota,Mumbai,Female,30
CUST1442,Gaurika Kaul,Pune,Other,31
CUST1443,Daksh Saraf,Mumbai,Female,61
CUST1444,Raksha Bhardwaj,Chennai,Other,25
CUST1445,Lavanya Toor,Hyderabad,Female,24
CUST1446,Yashasvi Wadhwa,Hyderabad,Other,50
CUST1447,Avi Tata,Bengaluru,Other,26
CUST1448,Wriddhish Agrawal,Chennai,Female,22
CUST1449,Reva Zachariah,Mumbai,Female,43
CUST1450,Hemang Puri,Mumbai,Male,63
CUST1451,Anika Rout,Mumbai,Other,37
CUST1452,Azaan Venkatesh,Pune,Male,18
CUST1453,Urvashi Sankar,Pune,Female,40
CUST1454,Karan Agrawal,Bengaluru,Male,30
CUST1455,Vinaya Bhat,Mumbai,Male,37
CUST1456,Vritti Sidhu,Bengaluru,Other,47
CUST1457,Ikshita Mangal,Mumbai,Other,39
CUST1458,Anusha Yadav,Mumbai,Male,44
CUST1459,Oni Jayaraman,Bengaluru,Other,64
CUST1460,Andrew Morar,Chennai,Male,34
CUST1461,Nidhi Raman,Chennai,Female,22
CUST1462,Harinakshi Desai,Chennai,Male,40
CUST1463,Aayush Bali,Hyderabad,Other,34
CUST1464,Anvi Raman,Bengaluru,Other,47
CUST1465,Sarthak Chaudhary,Mumbai,Female,30
CUST1466,Saksham Jhaveri,Chennai,Other,41
CUST1467,Kamya Arora,Hyderabad,Male,44
CUST1468,Ishwar Chaudhary,Pune,Male,59
CUST1469,Veer Sengupta,Hyderabad,Other,18
CUST1470,Ria Raghavan,Hyderabad,Female,30
CUST1471,Turvi Kanda,Hyderabad,Male,24
CUST1472,Nilima Gaba,Pune,Female,62
CUST1473,Rayaan Majumdar,Chennai,Male,45
CUST1474,Aadhya Bail,Hyderabad,Other,28
CUST1475,Nirja Krishnamurthy,Pune,Other,33
CUST1476,Zansi Ghosh,Chennai,Other,51
CUST1477,Vasudha Mistry,Chennai,Female,24
CUST1478,Meghana Bakshi,Pune,Female,52
CUST1479,Janya Khalsa,Bengaluru,Female,46
CUST1480,Mitali Parmar,Bengaluru,Female,38
CUST1481,Vivaan Bail,Pune,Female,22
CUST1482,Charita Oza,Hyderabad,Male,52
CUST1483,Nilima Das,Bengaluru,Male,26
CUST1484,Wahab Venkataraman,Mumbai,Other,34
CUST1485,Tanish Ravi,Chennai,Other,19
CUST1486,Manthan Purohit,Mumbai,Other,60
CUST1487,Gaurika Bedi,Mumbai,Other,47
CUST1488,Pooja Bhasin,Chennai,Female,54
CUST1489,Farhan Singhal,Pune,Male,27
CUST1490,Rohan Kulkarni,Mumbai,Other,54
CUST1491,Daksha Pai,Pune,Male,33
CUST1492,Daksha Madan,Hyderabad,Male,58
CUST1493,Lucky Upadhyay,Hyderabad,Other,47
CUST1494,Hemal Bera,Hyderabad,Other,34
CUST1495,Vasatika Tak,Mumbai,Other,65
CUST1496,Faras Chaudhari,Hyderabad,Female,64
CUST1497,Chandran Ramakrishnan,Chennai,Male,61
CUST1498,Krisha Naidu,Mumbai,Male,46
CUST1499,Kritika Bhargava,Hyderabad,Male,49
CUST1500,Anmol De,Chennai,Male,55
CUST1501,Zansi Chaudhry,Mumbai,Other,47
CUST1502,Oeshi Khatri,Bengaluru,Female,42
CUST1503,Nakul Mohanty,Hyderabad,Other,27
CUST1504,Zayan Soman,Chennai,Male,46
CUST1505,Azaan Ranganathan,Bengaluru,Male,59
CUST1506,Mitesh Sehgal,Bengaluru,Male,57
CUST1507,Yahvi Madan,Pune,Female,55
CUST1508,Mohammed Radhakrishnan,Hyderabad,Other,42
CUST1509,Vasudha Oommen,Chennai,Other,18
CUST1510,Raagini Chandran,Pune,Female,34
CUST1511,Krish Solanki,Chennai,Male,31
CUST1512,Nidhi Varty,Bengaluru,Male,20
CUST1513,Mitali Sha,Mumbai,Female,50
CUST1514,Dalbir Mall,Bengaluru,Male,36
CUST1515,Nidra Buch,Pune,Other,26
CUST1516,Abha Mukherjee,Hyderabad,Male,46
CUST1517,Nirja Rastogi,Bengaluru,Male,30
CUST1518,Victor Dada,Pune,Male,31
CUST1519,Karan Nadkarni,Chennai,Female,63
CUST1520,Ekapad Karpe,Hyderabad,Male,20
CUST1521,Bhavika Basu,Pune,Female,30
CUST1522,Forum Savant,Bengaluru,Other,36
CUST1523,Dhruv Varkey,Pune,Male,60
CUST1524,Falguni Mohan,Mumbai,Other,42
CUST1525,Jacob Raju,Bengaluru,Other,21
CUST1526,Waida Talwar,Mumbai,Female,35
CUST1527,Yashawini Dar,Hyderabad,Male,54
CUST1528,Sudiksha Rana,Pune,Female,38
CUST1529,Indira Kala,Pune,Male,63
CUST1530,Tara Amble,Chennai,Other,19
CUST1531,Charan Munshi,Bengaluru,Female,22
CUST1532,Omya Subramaniam,Bengaluru,Female,27
CUST1533,Arunima Krishnan,Hyderabad,Male,55
CUST1534,Ranbir Rattan,Hyderabad,Female,18
CUST1535,Christopher Bath,Pune,Female,36
CUST1536,Logan Mann,Hyderabad,Female,63
CUST1537,Mitesh Sen,Chennai,Male,65
CUST1538,Deepa Gupta,Hyderabad,Other,28
CUST1539,Chandresh Mohan,Chennai,Female,44
